PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
0jbFz,8/pBP3q1/1pRkb3/3N1p2/3P2p1/P2KP1P1/r7/8 b - - 3 30,d6d5 c6b6,2352,82,93,10575,discoveredAttack discoveredCheck endgame mate mateIn1 morphysMate oneMove,https://lichess.org/DF37L8Ax/black#60,,
0lQPi,r7/p6k/1p1p1p1p/2pbpq2/2P1N3/3PB3/PPQ2P2/6RK w - - 0 25,c4d5 f5h3,1400,83,70,2070,endgame mate mateIn1 oneMove,https://lichess.org/ND6vIb1v#49,,
0mGG1,2r3k1/2r2pp1/7p/1P1P4/2PR4/Q4P1P/K2R2P1/4q3 w - - 1 41,a2b3 c7c4 d4c4 e1e3 b3b4 c8c4 b4c4 e3a3,2393,92,90,161,advantage endgame fork sacrifice veryLong,https://lichess.org/7QzumgOW#81,,
0mL56,r3r3/4q1k1/1p1p1np1/3Pp3/1PP4Q/6RP/5P2/R5K1 b - - 6 31,f6d7 h4e7 e8e7 a1a8,1544,81,92,235,advantage middlegame short,https://lichess.org/CTpDhpqI/black#62,,
0o3F2,r1bqkb1r/1pp2ppp/p1np1n2/8/2B1P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 3 7,f6d7 c4f7 e8f7 f3g5 f7e8 g5e6,2356,86,84,134,attackingF2F7 attraction crushing long opening sacrifice,https://lichess.org/kugdY107/black#14,Philidor_Defense Philidor_Defense_Exchange_Variation,
0oLj0,4br1k/1p4p1/5p1p/p1p1qP2/P1PpP1RR/1r4P1/3Q2BP/6K1 b - - 1 37,d4d3 d2h6 g7h6 h4h6,2104,83,91,615,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/VIssu8tX/black#74,,
0oQ3J,8/6Kp/8/2k5/8/7P/8/8 b - - 2 47,c5d5 g7h7 d5e6 h7g6 e6e7 g6g7,1970,84,90,1225,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/f44yh9Uk/black#94,,
0obvo,8/8/4R3/2P2p2/1K3k2/r7/8/8 b - - 2 42,a3e3 e6e3 f4e3 c5c6 f5f4 c6c7 f4f3 c7c8q,745,78,100,572,advancedPawn crushing endgame promotion rookEndgame veryLong,https://lichess.org/VHbmSumW/black#84,,
0oxhu,2kr4/p1p2ppp/b1n5/1p6/2P4P/1PKp4/PB2r3/R2Q1R2 w - - 0 25,f1f3 b5b4,1541,85,94,10914,mate mateIn1 middlegame oneMove,https://lichess.org/9cHdjRA4#49,,
0p7pk,5rk1/3q1pb1/p1pp1Bp1/4p2p/p1B1P3/3PNR2/1rP1KPR1/8 b - - 1 28,a4a3 g2g6 g8h7 g6g7,1603,76,94,2138,crushing kingsideAttack middlegame pin short,https://lichess.org/HtyvHyth/black#56,,
0pFxJ,8/8/5r2/p5p1/Pp1PQ1k1/1Prp4/2p2P1P/6K1 b - - 1 55,f6f4 f2f3 g4h3 e4e6 g5g4 e6h6,2252,80,86,169,endgame long mate mateIn3 queenRookEndgame,https://lichess.org/ip2qyRww/black#110,,
0pP7g,4rk2/1Q5p/p4pp1/2p5/P4PP1/1Pq1PR1P/2Nr4/2R3K1 w - - 1 27,f3f2 d2f2 g1f2 c3d2 f2g3 d2c1,1845,75,93,1667,advantage attraction exposedKing fork long middlegame,https://lichess.org/AS1NQ2fj#53,,
0pTw0,r3k1nr/1b2qppp/pp2Bb2/2p4Q/8/P1NPB3/1PP3PP/R4RK1 w kq - 1 15,e6f7 e7f7 h5f7 e8f7,609,110,77,235,advantage middlegame short,https://lichess.org/fCFu69XT#29,Sicilian_Defense Sicilian_Defense_Grand_Prix_Attack,
0pkXu,r3kb1r/pp1b1ppp/2n1p3/1Bp3q1/8/2BP1Q2/PPP2PPP/R3K1NR w KQkq - 6 12,c3d2 g5e5 g1e2 e5b2,2055,77,85,161,crushing opening short,https://lichess.org/3DyhTyh1#23,Scandinavian_Defense Scandinavian_Defense_Main_Line,
0pqXI,1Qbq3r/5k2/pP2p3/3pPp2/3P4/2P2Np1/4BbP1/1R1Q2K1 w - - 0 30,g1f1 h8h1 f3g1 h1g1,793,92,98,1316,mate mateIn2 middlegame operaMate short,https://lichess.org/dIbka39R#59,,
0psGG,6k1/8/8/1P5Q/5P2/4n2P/6P1/1q4K1 w - - 1 45,g1h2 e3f1 h2g1 f1g3 g1f2 g3h5,1158,81,93,473,crushing discoveredAttack discoveredCheck endgame long,https://lichess.org/0Mub28er#89,,
0rmED,2kr2nr/pp3pp1/2R1p1b1/4P1P1/3b1q1p/1N1P3P/PPQ2P2/2R3K1 b - - 0 20,c8b8 c6c8 d8c8 c2c8,602,98,80,430,mate mateIn2 middlegame queensideAttack short,https://lichess.org/766TblIU/black#40,,
0s0Fb,2k5/1pp2p1p/p1nb3p/8/Q1P1Pq2/5K2/PP2BP2/2R2R2 w - - 4 23,f3g2 f4h2 g2f3 h2h3,2334,78,96,1274,mate mateIn2 middlegame short,https://lichess.org/nZdjtT02#45,,
0sN4h,8/r4pkp/2RP2p1/8/8/3R2P1/3p1PKP/2r5 w - - 2 34,d6d7 d2d1q d3d1 c1d1,1842,75,93,1100,advancedPawn advantage endgame promotion short,https://lichess.org/CUKlptqF#67,,
0sn7A,1r4k1/2q2pp1/7p/3QN3/8/bP6/r1PR1PPP/2KR4 w - - 1 25,c1b1 a2a1 b1a1 c7c3 a1b1 c3b2,2158,82,89,503,attraction long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/ndzJXm3r#49,,
0sued,Q1n3k1/p1P2pp1/1p1p4/6q1/3N2p1/2P1r3/P2K1PPP/7R w - - 0 24,a8c8 e3e8 d2d3 e8c8,1623,76,95,21208,crushing discoveredAttack discoveredCheck endgame short,https://lichess.org/cecoF3h8#47,,
0uddu,4r1k1/1pp1r2p/p5RQ/2P2p2/3P4/2Bq4/PP6/K6R b - - 0 26,h7g6 h6g6 e7g7 g6e8,2048,80,81,157,deflection endgame mate mateIn2 short,https://lichess.org/f00uYKU9/black#52,,
0vfBg,r5k1/pp2rppp/3b4/8/3N1Bq1/1QP3Pb/PP3P1P/R2R2K1 w - - 7 22,f4d6 g4e4 b3d5 e4d5,1524,76,93,5819,crushing middlegame short,https://lichess.org/wdIIB05i#43,,
0w1M9,R7/1pr1k1pp/2n1B3/8/8/5P2/PPp3PP/2K5 w - - 4 34,e6d5 c6d4 d5e4 d4e2 c1d2 c2c1q,2008,81,91,818,advancedPawn crushing endgame long promotion,https://lichess.org/sxULizUP#67,,
0w4MQ,r3nk1r/p3N1b1/bp1p1PQ1/3N4/2P1P3/7P/P1q3PK/8 b - - 0 33,h8h6 f6g7 e8g7 g6h6,1404,76,93,444,advancedPawn crushing middlegame short,https://lichess.org/Qsw0Zyy2/black#66,,
0w8nW,3rr1k1/p1R2p1p/1p1B2p1/4P1N1/8/P7/1P2KPPP/8 w - - 2 26,c7f7 d8d6 f2f4 h7h6 g5e4 d6d4 f7f6 d4e4,2047,75,93,7758,advantage endgame pin veryLong,https://lichess.org/pBZCJk8P#51,,
0wPe5,3N4/3k4/8/1R3pp1/4n3/5K1P/r5P1/8 w - - 10 51,d8b7 a2a3 f3e2 e4c3 e2d3 c3b5,2029,76,95,7040,crushing discoveredAttack discoveredCheck endgame exposedKing fork long,https://lichess.org/skNqKiE3#101,,
0wQ9P,r4bk1/pp2rppp/1qp5/3pB3/3P4/6QP/PPP2PP1/4RRK1 b - - 4 18,b6b2 e5g7 f8g7 e1e7,1431,77,94,2767,advantage deflection discoveredAttack middlegame pin short,https://lichess.org/iNSSVqHj/black#36,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,
0wZTL,5r1k/4pNbp/p2pQ1p1/1p6/5p2/3n2P1/4R1KP/3q4 b - - 3 37,h8g8 f7h6 g8h8 e6g8 f8g8 h6f7,1183,78,92,9898,discoveredCheck doubleCheck long mate mateIn3 middlegame sacrifice smotheredMate,https://lichess.org/4HnN9R5a/black#74,,
0xynR,rn1k1b1N/ppp1qBpp/8/4p3/8/1QP4b/PP1P1PnP/RNB2K1R w - - 4 12,b3d5 b8d7 d5f3 g2f4,2257,80,86,991,advantage defensiveMove discoveredAttack discoveredCheck opening short,https://lichess.org/BDmDcQ7Y#23,Philidor_Defense Philidor_Defense_Other_variations,
0yK8s,2r3k1/pp3pp1/2r1p3/n2pP1qp/3P2Pn/P2QP2P/1P2B2K/3NRR2 w - - 4 22,g4h5 g5g2,734,77,100,135,mate mateIn1 middlegame oneMove,https://lichess.org/XBJL5MTm#43,,
0zMGp,r1b1kbnr/ppp2ppp/2n5/6q1/2BN4/4PQ2/PP3PPP/RNB1K2R b KQkq - 2 7,c6d4 f3f7 e8d8 f7f8,1440,76,89,261,attackingF2F7 crushing deflection opening short,https://lichess.org/Z1T93F9d/black#14,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense,
0zkCo,6rk/1p6/pp3p1p/4p3/P1P1Pn2/6qP/1P1Q2P1/R4B1K b - - 0 29,f4h3 d2h6,720,80,84,232,endgame master mate mateIn1 oneMove,https://lichess.org/Q0SzB0Jj/black#58,,
0zkdp,8/2p3p1/b6p/p2Pr3/PkP5/5P1P/B4KP1/2R5 w - - 4 33,c4c5 e5e2 f2g3 e2a2,916,79,82,147,crushing endgame fork short,https://lichess.org/I0IM9kJV#65,,
10YU0,5k2/pp3r2/6R1/7K/1PP2p2/8/P7/8 w - - 2 42,g6g1 f7h7 h5g6 h7g7 g6f5 g7g1,1651,77,92,1899,crushing endgame long rookEndgame skewer,https://lichess.org/sYIyoK9C#83,,
11N1I,4r2k/p4pbp/4qnp1/4N3/5Q2/5B2/P5PP/4R2K b - - 2 30,f6h5 e5g6 h7g6 e1e6,2177,87,91,549,advantage discoveredAttack master middlegame short,https://lichess.org/wVdA51bA/black#60,,
11csh,1k1r4/1r4p1/1Nbb3p/1Q6/1p6/1B6/PPP3PP/2K5 w - - 0 27,b5c6 d6f4 c1b1 d8d1,825,97,93,244,backRankMate endgame mate mateIn2 short,https://lichess.org/jtZPjJAY#53,,
127Kx,r1q1r1k1/pp1n1pp1/2p4p/2PpP3/4nB2/1QPBPN2/P4PPP/1R4K1 b - - 0 16,e4d2 f3d2 d7c5 b3c2 c5d3 c2d3,1617,75,70,748,advantage long middlegame quietMove,https://lichess.org/Pz4tNCJB/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Baltic_Defense,
12Tmt,8/ppp1nq2/3k4/4p1Q1/P2p4/5bP1/2P2P1P/1R4K1 b - - 16 31,f7h7 g5f6 d6d7 f6f3,1204,75,79,217,advantage endgame fork short,https://lichess.org/nsQl6JTO/black#62,,
12dQ7,1r2r1k1/pbp1Bpbp/5np1/8/2Pp4/1P3B2/P4PPP/RN2R1K1 w - - 1 18,e7f6 e8e1,697,89,97,719,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/08fGY90A#35,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Other_variations,
12fNH,5rk1/p3p2p/1p1p2p1/2pPq2n/8/P1PQBrNP/1P3P1K/R5R1 w - - 6 22,d3e4 f3f2 e3f2 f8f2 g1g2 e5g3,2110,76,76,117,advantage long middlegame pin,https://lichess.org/hwk8DcZv#43,,
13NJp,r3k2N/ppp3pp/2nb1n2/3p4/3qp3/6Pb/PPPNBP1P/R1BQ1RK1 w q - 1 12,f1e1 d4f2 g1f2 d6c5,2295,78,100,734,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/VTqB0CTx#23,Italian_Game Italian_Game_Rousseau_Gambit,
13PpR,r4rk1/pb3p1p/4p1pQ/2p1q3/4N3/1BP2P2/P5PP/4R1K1 b - - 0 20,f7f5 e4f6 e5f6 e1e6 g8h8 e6f6,2216,86,89,1102,advantage attraction discoveredAttack kingsideAttack long middlegame sacrifice,https://lichess.org/ZUwfkho5/black#40,,
13aUK,4B3/p7/1p6/P7/1P6/K1kb4/8/8 w - - 17 69,e8g6 d3g6 a5b6 a7b6,786,80,100,321,bishopEndgame crushing endgame hangingPiece short,https://lichess.org/r2E2r5h4#137,,
15gfN,r7/p1pbp2p/Q4q2/R3p3/1k4R1/1P2n3/1P3PP1/4K3 b - - 0 29,e3g4 a5b5 d7b5 a6a3,2282,78,93,1762,clearance endgame mate mateIn2 sacrifice short,https://lichess.org/BfClNYpu/black#58,,
15mkS,r1kq3r/1p6/p3p1Q1/b2bPPB1/7p/P7/1P4PP/3R1R1K b - - 2 23,d8e8 d1d5 e8g6 d5c5 c8b8 f5g6,2316,85,100,401,advantage fork intermezzo long master middlegame sacrifice,https://lichess.org/eCObSJup/black#46,,
17Cpz,2r1r1k1/5p1p/p1qBp1p1/1pPn3R/1P6/P5P1/4QP1P/3R2K1 w - - 0 27,e2g4 d5f6 g4d4 f6h5,1474,81,93,3349,crushing fork middlegame short,https://lichess.org/mQ8BJfy4#53,,
17oMT,4R3/5p1k/6pp/n1q5/8/2PQ1N2/r4PPP/6K1 w - - 0 31,h2h3 c5f2 g1h2 f2g2,1578,77,94,1311,endgame mate mateIn2 short,https://lichess.org/cr1Tp3do#61,,
17rYR,6k1/6pp/2p2p2/1pPb4/3P1QN1/p1P4P/P4RPK/1q2r3 w - - 2 33,g4f6 g7f6 f4f6 e1h1 h2g3 b1g6 f6g6 h7g6,1914,78,91,881,crushing endgame veryLong,https://lichess.org/JgeT79VH#65,,
188ha,1n5r/1Q1kqpp1/3bp3/3p3r/Pp1Pnp2/1B2P1P1/1P1B2RP/2RN2K1 b - - 2 25,d7d8 c1c8,1309,82,91,1836,mate mateIn1 middlegame oneMove,https://lichess.org/kA8PZopD/black#50,,
19gaw,2r5/R1P5/8/7k/P5pp/8/6K1/8 b - - 1 39,h4h3 g2g3 h3h2 g3h2,949,79,100,417,crushing defensiveMove endgame rookEndgame short,https://lichess.org/gKWG0mkG/black#78,,
19ipE,rn2kb1r/pp2n1pp/4qp2/2ppN3/8/8/PPPPQPPP/RNB2RK1 w kq - 0 10,e2h5 g7g6 e5g6 e7g6,1311,77,83,716,crushing defensiveMove opening short,https://lichess.org/LLQR92RX#19,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,
19uc1,r4rk1/pbq2ppp/2p1p3/2b5/Q3B3/5N2/1P3PPP/2R1R1K1 b - - 2 24,c5b6 e4h7 g8h7 a4h4 h7g8 f3g5,1971,77,92,927,advantage attraction kingsideAttack long middlegame sacrifice,https://lichess.org/VXK4UbxD/black#48,,
19vPv,2b2rk1/1r2ppbp/pqN2np1/1Bp5/4P3/2N1BP2/P1PQ2PP/2KR3R w - - 0 17,c6e7 b7e7 d2d6 b6d6 d1d6 a6b5,1816,77,92,982,advantage hangingPiece long middlegame,https://lichess.org/rokIJkow#33,Pirc_Defense Pirc_Defense_Classical_Variation,
1A811,8/p4pp1/2k1n2p/1p6/4RP2/4PK1P/6P1/8 w - - 4 36,f4f5 e6g5 f3f4 g5e4,868,112,96,329,crushing endgame fork short,https://lichess.org/I8LCDwDr#71,,
1A8Y5,7r/8/8/8/3k4/4R3/5K2/8 w - - 7 66,f2e2 h8h2 e2f3 h2h3 f3f4 h3e3,979,92,95,383,crushing endgame exposedKing long rookEndgame,https://lichess.org/Zv8WJF1o#131,,
1AbgH,7r/1pqk1pp1/p3p3/3p4/3P4/1P1Q1Pnp/P1P4P/R4RK1 w - - 0 21,h2g3 c7g3 g1h1 g3g2,1315,76,86,614,endgame kingsideAttack mate mateIn2 short,https://lichess.org/l62va62g#41,,
1AmIQ,1k3q2/8/p3p1Q1/4P3/3bBP2/Ppp5/1P6/K7 w - - 0 42,g6e6 f8a3 b2a3 c3c2,2175,78,71,132,advancedPawn discoveredAttack discoveredCheck endgame mate mateIn2 sacrifice short,https://lichess.org/8tJcXDhm#83,,
1BNwc,r2q1bkr/pb4p1/4p2p/1Bp1P2Q/8/4P3/PPP3PP/R4RK1 b - - 0 16,d8d5 h5f7 g8h7 b5d3 d5d3 c2d3,1088,79,100,275,crushing long middlegame,https://lichess.org/8FBkYzRo/black#32,Caro-Kann_Defense Caro-Kann_Defense_Alien_Gambit,
1BUfN,r4rk1/pp3pp1/2n3p1/3p4/6P1/2P2N1P/PP2PpBq/R2Q1n1K w - - 2 23,f3h2 f1g3,908,76,100,249,master mate mateIn1 middlegame oneMove,https://lichess.org/yBhKGTu3#45,,
1ClCX,8/pB3pkp/6p1/P1p5/2P5/1Pn1PP2/3r2PP/1R4K1 w - - 1 28,b1c1 c3e2 g1f1 e2c1,842,96,88,723,crushing endgame fork short,https://lichess.org/k8iA2vbU#55,,
1CoiQ,8/1QP2pk1/5npp/1p3q2/4p3/4P1PP/5P2/6K1 b - - 2 38,f5h3 c7c8q h3c8 b7c8,915,77,100,519,advancedPawn advantage endgame master promotion short,https://lichess.org/ndflpoNQ/black#76,,
1CrSs,rnbq2kr/pp4pp/3b4/8/8/2N2Q2/PPPP1PPP/R1B2RK1 b - - 4 13,b8d7 f3d5 g8f8 d5d6,1097,77,52,235,advantage fork opening short,https://lichess.org/ozn02gw5/black#26,Russian_Game Russian_Game_Italian_Variation,
1DWNs,r2qr1k1/1pp2ppn/p1p1b2p/4P2Q/2PPN2P/4B3/PP4P1/2R1R1K1 b - - 2 18,e6c4 c1c4 d8d5 e4d2,2079,77,77,1603,crushing defensiveMove hangingPiece middlegame short,https://lichess.org/HvQSw7RN/black#36,Ruy_Lopez Ruy_Lopez_Open,
1DdWo,r7/1bb1Rpk1/p2q1rp1/1p1p4/3N3p/P1PQ2PP/1P4P1/1B2R2K b - - 1 38,h4g3 d4e6 g7g8 e6c7,2097,84,90,326,advantage master middlegame pin short,https://lichess.org/B6Tzhwx4/black#76,,
1Dv42,5R2/1p1q1ppk/6rp/3pQ3/p1pP1B2/2P2P1P/1r4P1/4R2K w - - 1 38,e5b8 g6g2 f8h8 h7g6 b8d6 d7d6,1685,74,77,976,crushing long middlegame,https://lichess.org/GKL6MwLV#75,,
1E5Ae,8/2R2b2/6k1/2p3P1/5nPp/1P5P/1K6/8 w - - 3 39,c7c5 f4d3 b2c3 d3c5,771,78,100,298,crushing endgame fork short,https://lichess.org/54YDrkoa#77,,
1EaSS,r1b1k2r/pp2bppp/3p1n2/3P4/3n4/N2N4/PP3PPP/R1B1KB1R b KQkq - 1 12,c8f5 c1e3 d4f3 g2f3,1647,76,91,4933,advantage middlegame short trappedPiece,https://lichess.org/z2DEsx4Z/black#24,Sicilian_Defense Sicilian_Defense_Alapin_Variation,
1Evbu,4B2k/p5pp/3p4/3Q4/8/N1P3bP/P3q1P1/7K w - - 1 28,d5f3 e2e1 f3f1 e1f1,942,78,100,371,endgame fork mate mateIn2 short,https://lichess.org/wC26IMLr#55,,
1F6Aa,r7/P4k2/5bpp/3N1p2/8/4P1P1/5PKP/8 b - - 4 46,f7e6 d5c7 e6d6 c7a8,768,93,94,1990,crushing endgame fork master short,https://lichess.org/xMc7SYqE/black#92,,
1F8un,r2qk2r/ppp3pp/2n2b2/3pp3/8/1B1P1Q1P/PPP2PP1/RN2K2R w KQkq - 0 11,b3d5 c6d4 f3e4 d4c2,1174,75,81,636,advantage middlegame short,https://lichess.org/rBQBbXZP#21,Italian_Game Italian_Game_Rousseau_Gambit,
1FiHK,r4rk1/ppq2pBp/2pbp3/3n4/2B5/2NP3P/PPPnRP2/6RK b - - 0 18,d5c3 g7e5,2258,91,90,282,discoveredAttack mate mateIn1 middlegame oneMove,https://lichess.org/k5b1TgYg/black#36,Scandinavian_Defense Scandinavian_Defense_Main_Line,
1G0P6,2r5/3Rprkp/1q2p1p1/1p6/2n1P2P/1Q4P1/6B1/2R4K b - - 0 32,b6e3 b3e3 c4e3 c1c8,1328,76,97,10956,advantage middlegame short,https://lichess.org/sE82XSWN/black#64,,
1GawO,8/6k1/6p1/2KpPb1p/2p2P2/1pP5/1P4PP/rB3R2 w - - 8 38,b1d3 a1a5 c5b6 f5d3 b6a5 d3f1,2079,86,89,1849,crushing endgame long,https://lichess.org/ZecDRkNE#75,,
1GhUt,8/2R5/p6k/4PP2/3P1n2/8/5K2/7r b - - 0 42,h1h2 f2g3 h2d2 g3f4,1096,100,94,3288,crushing defensiveMove endgame short,https://lichess.org/keLqyXdh/black#84,,
1HLB8,r5k1/ppp2rp1/3p3R/4p2P/4Pp2/3P1P2/PPP5/1K4R1 b - - 0 26,g8f8 h6h8 f8e7 h8a8,747,95,91,872,crushing endgame rookEndgame short skewer,https://lichess.org/yy9rjvnD/black#52,,
1Hu70,k2r3r/ppq5/4p2p/1QN2p2/5P2/1PP3P1/2K5/6R1 b - - 2 33,d8d5 c5e6 c7f4 g3f4 d5b5 e6c7 a8b8 c7b5,2145,73,92,9339,advantage endgame fork veryLong,https://lichess.org/7CZgdsch/black#66,,
1I399,2rqk2r/pp3pp1/8/3N2p1/1b1nP3/4Q1P1/PP2P1B1/R3NK2 b k - 2 18,b4e1 e3d4 e1g3 d4g7,1616,76,89,1941,advantage hangingPiece middlegame short,https://lichess.org/JXTbN4z9/black#36,Kings_Indian_Attack Kings_Indian_Attack_French_Variation,
1IMzw,r1b1q2r/pp1pkNpp/2p2b2/2QBp3/3n4/8/PPPP1PPP/R1B1K2R b KQ - 5 12,d7d6 c5d6,635,91,100,307,mate mateIn1 oneMove opening,https://lichess.org/rHJxSBIo/black#24,Three_Knights_Opening Three_Knights_Opening_Winawer_Defense,
1IND6,3r2r1/4Rp2/pkpp1Q1p/7q/2P3p1/1P3P1P/P4P1K/R7 w - - 0 26,f6f7 h5h3 h2g1 g4f3,1488,75,87,178,crushing discoveredAttack discoveredCheck endgame short,https://lichess.org/wS8R3mSj#51,,
1ITP0,r2q1rk1/ppp1n1pN/3pbp2/4P2Q/8/3B4/PPP3PP/R3K2n b Q - 0 15,f6f5 h7g5 f8e8 h5h7 g8f8 g5e6,1891,78,92,1421,clearance crushing kingsideAttack long middlegame,https://lichess.org/VFJLR9QC/black#30,Pirc_Defense Pirc_Defense_Other_variations,
1ITbY,r4r2/1p1b2k1/p1n1p1qn/3pPp2/3P4/N1P2NP1/4BPK1/2Q4R b - - 1 24,f8h8 f3h4 g6f7 c1g5 g7f8 h4g6,1704,77,94,1250,advantage exposedKing long master middlegame,https://lichess.org/6D2PSmyA/black#48,,
1Ihcl,4r1k1/1p3pp1/1qp3p1/3p4/1P1PB3/2P3P1/3Q1P1P/R5K1 b - - 0 23,e8e4 a1a8 g8h7 f2f3,2090,77,92,298,crushing endgame short,https://lichess.org/pTJmLAiD/black#46,,
1IjWR,rnb2rk1/ppp3bp/3pp1p1/8/3PNBPq/8/PPPQ1P1P/2KR1B1R w - - 0 12,f2f3 f8f4 d2f4 g7h6 f4h6 h4h6,1782,77,93,2930,crushing long opening pin sacrifice,https://lichess.org/WDhWYxpM#23,Horwitz_Defense Horwitz_Defense_Other_variations,
1JVe9,5rk1/p4p1p/1p2p3/2q1np2/1R6/1P3B2/PB3KPP/3Q4 w - - 1 23,b2d4 e5g4 f3g4 c5b4,2269,76,85,117,advantage master middlegame short,https://lichess.org/4Nv6AFRL#45,,
1JcJu,r4rk1/1pp3p1/p1n1q3/3pp2p/8/PQPPPN1P/1P4P1/R4RK1 w - - 2 25,b3b7 f8b8 b7c7 a8a7 c7b8 c6b8,1916,76,93,590,advantage long middlegame trappedPiece,https://lichess.org/yEt5l6k5#49,,
1K0dn,6rk/p5bp/2p5/2q2NQ1/8/3p1P1P/P5BK/3R4 w - - 4 35,d1d3 g7e5 f3f4 g8g5 d3d8 g5g8,1299,77,91,365,crushing discoveredAttack long middlegame pin,https://lichess.org/Q4lLzEt2#69,,
1KBdu,2rk1r2/pp2b2p/2np1n1Q/2q5/8/2B2N1P/P4PP1/RN2R1K1 b - - 2 20,f6e4 e1e4 f8f3 g2f3,1540,79,93,7376,crushing hangingPiece middlegame short,https://lichess.org/nJclel7B/black#40,,
1KoGF,2r1k1r1/pQ3p1p/4p2p/P1p3b1/3p4/1N6/1PP2PPq/R2KR3 b - - 1 23,h2h5 g2g4 h5g4 f2f3 g4f5 b7c8,2312,74,91,3823,crushing defensiveMove long middlegame,https://lichess.org/w0cP6FOw/black#46,,
1Ky21,8/8/p6p/1pQ1k1pP/6P1/P1P3K1/3q4/8 b - - 6 46,e5e4 c5f5 e4e3 f5f3,1705,76,90,413,endgame mate mateIn2 queenEndgame short,https://lichess.org/sOXGjwm0/black#92,,
1LIXa,6k1/5ppp/3qp3/3p4/2pP4/1rP1P2P/2Q2PP1/R5K1 w - - 0 23,c2b3 c4b3 a1a8 d6f8,1010,77,80,128,advantage endgame hangingPiece short,https://lichess.org/T3nOIHx3#45,,
1LRvO,2r5/1b5k/1b2pBpP/1p1pPp2/p1rP4/P5R1/1P1R2PK/3B4 w - - 2 35,d1h5 g6h5 g3g7 h7h6,1798,81,89,1372,crushing hangingPiece middlegame short,https://lichess.org/2jVShswI#69,,
1LV7P,r2q3k/1pp3p1/1p1p3p/n3pr2/6b1/P1PPRN2/BP1Q1PPP/R5K1 w - - 0 20,a2e6 f5f3 e6g4 a5b3 d2d1 f3e3,2222,77,92,1477,advantage fork long middlegame,https://lichess.org/WPealq6J#39,,
1Lk6N,r3k1nr/p5Qp/2p2B2/8/1bb5/2N1PN2/Pq3PPP/3RK2R w Kkq - 1 18,g7h8 b2e2,1949,85,91,11796,mate mateIn1 middlegame oneMove pin,https://lichess.org/4jgl8PvF#35,Queens_Gambit_Declined Queens_Gambit_Declined_Tarrasch_Defense,
1ME5w,2r1r1k1/ppq2ppp/8/8/3R4/P4QP1/1P2bPBP/R5K1 w - - 0 25,f3b7 c7c1 d4d1 e2d1 a1c1 c8c1,1940,75,93,1521,advantage long middlegame,https://lichess.org/4K2fDn8G#49,,
1N4SO,3rqrk1/pp4pp/5n2/8/3bp3/PbN3PP/1P2QPB1/R1B1R1K1 w - - 0 22,c3e4 f6e4 g2e4 f8f2 e2f2 d4f2,2381,88,90,1580,advantage discoveredAttack kingsideAttack long opening,https://lichess.org/OWxYqejQ#43,,
1Nlh7,8/8/p1p2p2/3pn3/5k2/2N4Q/P2qB1K1/8 b - - 5 32,d2e3 h3h6 f4f5 h6e3,1655,76,94,1886,crushing deflection endgame master short skewer,https://lichess.org/Akv8PaC4/black#64,,
1OA8E,r2q1rk1/pp4pp/3p1pb1/5N2/6Q1/2nBP1P1/2P2PP1/3R1RK1 b - - 11 24,f8e8 g4c4 g8h8 c4c3 d8c8 c3c8,1952,74,94,7263,crushing fork long middlegame,https://lichess.org/lAexJ3Oq/black#48,,
1OAba,r5k1/pbp1q1b1/3p3p/2p1prp1/8/2PP1P2/PP1N1BPP/R2Q1RK1 b - - 0 18,a8f8 d1b3 f5f7 b3b7,1425,76,88,2855,crushing fork middlegame short,https://lichess.org/YZFgSol6/black#36,Ruy_Lopez Ruy_Lopez_Cozio_Defense,
1ObiI,r2qkbnr/ppp2pp1/3p3p/7Q/2BnPB2/7P/PP3PP1/RN2K2R b KQkq - 1 10,g8f6 h5f7,1103,77,85,211,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/YR4C0f9a/black#20,Italian_Game Italian_Game_Anti-Fried_Liver_Defense,
1Osma,4k3/3b3q/2n2p2/2Q1p3/P1P1P1r1/3PB3/5KBP/R7 w - - 1 30,h2h3 h7h4 f2f1 g4g2 f1g2 d7h3 g2h2 h3g4,2397,96,89,467,attraction crushing discoveredAttack discoveredCheck exposedKing middlegame veryLong,https://lichess.org/Ej6VdFKd#59,,
1Qtk7,rnb2rk1/pp3ppp/4p3/6B1/2qPN3/6P1/PP3P1K/R2Q3R b - - 1 15,b8c6 e4f6 g7f6 g5f6 c4d4 f6d4,1859,75,96,4141,advantage kingsideAttack long middlegame sacrifice,https://lichess.org/W5HuNJcv/black#30,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack,
